gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.234086
1,0,0,0.00290027
2,0,0,0.002538
3,0,0,0.00250387
4,0,0,0.00222761
5,0,0,0.00201393
6,0,0,0.00167705
7,0,0,0.00122823
8,0,0,0.00122823
9,0,0,0.000977652
10,0,0,0.000962915
11,0,0,0.000962915
12,0,0,0.000962915
13,0,0,0.000962915
14,0,0,0.000962915
15,0,0,0.000962915
16,0,0,0.000962915
17,0,0,0.00094796
18,0,0,0.00094796
19,0,0,0.00094796
20,0,0,0.000942334
21,0,0,0.000942334
22,0,0,0.000942334
23,0,0,0.000942334
24,0,0,0.000942334
25,0,0,0.000942334
26,0,0,0.000942334
27,0,0,0.000942334
28,0,0,0.000942334
29,0,0,0.000942334
30,0,0,0.000942334
31,0,0,0.000942334
32,0,0,0.000942265
33,0,0,0.000942265
34,0,0,0.000942265
35,0,0,0.000942265
36,0,0,0.000942265
37,0,0,0.000942265
38,0,0,0.000942265
39,0,0,0.000942265
40,0,0,0.000942265
41,0,0,0.000942265
42,0,0,0.000942265
43,0,0,0.000942265
44,0,0,0.000942265
45,0,0,0.000942265
46,0,0,0.000942265
47,0,0,0.000942265
48,0,0,0.000942265
49,0,0,0.000942265
50,0,0,0.000942265
51,0,0,0.000942265
52,0,0,0.000942265
53,0,0,0.000942265
54,0,0,0.000942265
55,0,0,0.000942265
56,0,0,0.000942265
57,0,0,0.000942265
58,0,0,0.000942265
59,0,0,0.000942265
60,0,0,0.000942265
61,0,0,0.000942265
62,0,0,0.000942265
63,0,0,0.000942265
64,0,0,0.000942265
65,0,0,0.000942265
66,0,0,0.000942265
67,0,0,0.000942265
68,0,0,0.000942265
69,0,0,0.000942037
70,0,0,0.000942037
71,0,0,0.000942037
72,0,0,0.000942037
73,0,0,0.000942037
74,0,0,0.000942037
75,0,0,0.000942037
76,0,0,0.000942037
77,0,0,0.000942037
78,0,0,0.000942037
79,0,0,0.000942037
80,0,0,0.000942037
81,0,0,0.000942037
82,0,0,0.000942037
83,0,0,0.000942037
84,0,0,0.000942037
85,0,0,0.000942037
86,0,0,0.000942037
87,0,0,0.000942037
88,0,0,0.000942037
89,0,0,0.000942037
90,0,0,0.000942037
91,0,0,0.000942037
92,0,0,0.000942037
93,0,0,0.000942037
94,0,0,0.000942037
95,0,0,0.000942037
96,0,0,0.000942037
97,0,0,0.000942037
98,0,0,0.000942037
99,0,0,0.000942037
100,0,0,0.000942037
101,0,0,0.000942037
102,0,0,0.000942037
103,0,0,0.000942037
104,0,0,0.000942037
105,0,0,0.000942037
106,0,0,0.000942037
107,0,0,0.000942037
108,0,0,0.000942037
109,0,0,0.000942037
110,0,0,0.000942037
111,0,0,0.000942037
112,0,0,0.000942037
113,0,0,0.000942037
114,0,0,0.000942037
115,0,0,0.000942037
116,0,0,0.000942037
117,0,0,0.000939385
118,0,0,0.000939385
119,0,0,0.000939385
120,0,0,0.000939385
121,0,0,0.000935338
122,0,0,0.000935338
123,0,0,0.000935338
124,0,0,0.000935338
125,0,0,0.000935338
126,0,0,0.000935338
127,0,0,0.000935338
128,0,0,0.000935338
129,0,0,0.000935338
130,0,0,0.000935338
131,0,0,0.000935338
132,0,0,0.000935338
133,0,0,0.000935338
134,0,0,0.000935338
135,0,0,0.000935338
136,0,0,0.000935338
137,0,0,0.000935338
138,0,0,0.000935338
139,0,0,0.000935338
140,0,0,0.000935338
141,0,0,0.000935338
142,0,0,0.000935338
143,0,0,0.000935338
144,0,0,0.000935338
145,0,0,0.000935338
146,0,0,0.000935338
147,0,0,0.000935338
148,0,0,0.000935338
149,0,0,0.000935338
