gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.611339
1,0,0,0.00160652
2,0,0,0.00160652
3,0,0,0.00160652
4,0,0,0.00160652
5,0,0,0.00160652
6,0,0,0.00160652
7,0,0,0.00160652
8,0,0,0.00160652
9,0,0,0.00160652
10,0,0,0.00160652
11,0,0,0.00160652
12,0,0,0.00160652
13,0,0,0.00160652
14,0,0,0.00160652
15,0,0,0.00160652
16,0,0,0.00160652
17,0,0,0.00160652
18,0,0,0.00160652
19,0,0,0.00160652
20,0,0,0.00160652
21,0,0,0.00160652
22,0,0,0.00160652
23,0,0,0.00160652
24,0,0,0.00160652
25,0,0,0.00160652
26,0,0,0.00160652
27,0,0,0.00160652
28,0,0,0.00160652
29,0,0,0.00160652
30,0,0,0.00160652
31,0,0,0.00160652
32,0,0,0.00160652
33,0,0,0.00160652
34,0,0,0.00160652
35,0,0,0.00160652
36,0,0,0.00160652
37,0,0,0.00160652
38,0,0,0.00160652
39,0,0,0.00160652
40,0,0,0.00160652
41,0,0,0.00160652
42,0,0,0.00160652
43,0,0,0.00160652
44,0,0,0.00160652
45,0,0,0.00160652
46,0,0,0.00160652
47,0,0,0.00160652
48,0,0,0.00160652
49,0,0,0.00160652
50,0,0,0.00160652
51,0,0,0.00160652
52,0,0,0.00160652
53,0,0,0.00160652
54,0,0,0.00160652
55,0,0,0.00160652
56,0,0,0.00160652
57,0,0,0.00160652
58,0,0,0.00160652
59,0,0,0.00160652
60,0,0,0.00160652
61,0,0,0.00160652
62,0,0,0.00160652
63,0,0,0.00160652
64,0,0,0.00160652
65,0,0,0.00160652
66,0,0,0.00160652
67,0,0,0.00160652
68,0,0,0.00160652
69,0,0,0.00160652
70,0,0,0.00160652
71,0,0,0.00160652
72,0,0,0.00160652
73,0,0,0.00160652
74,0,0,0.00160652
75,0,0,0.00160652
76,0,0,0.00160652
77,0,0,0.00160652
78,0,0,0.00160652
79,0,0,0.00130889
80,0,0,0.00129216
81,0,0,0.00129216
82,0,0,0.00129216
83,0,0,0.00128897
84,0,0,0.00128897
85,0,0,0.00128897
86,0,0,0.00128897
87,0,0,0.000715233
88,0,0,0.000715233
89,0,0,0.000449444
90,0,0,0.000449444
91,0,0,0.000449444
92,0,0,0.000449444
93,0,0,0.000449444
94,0,0,0.000449444
95,0,0,0.000449444
96,0,0,0.000449444
97,0,0,0.000448617
98,0,0,0.000448617
99,0,0,0.000448617
100,0,0,0.000448617
101,0,0,0.000448617
102,0,0,0.000448617
103,0,0,0.000448617
104,0,0,0.000448617
105,0,0,0.000448617
106,0,0,0.000448617
107,0,0,0.000448617
108,0,0,0.000448617
109,0,0,0.000448617
110,0,0,0.000448617
111,0,0,0.000448617
112,0,0,0.000448617
113,0,0,0.000448617
114,0,0,0.000448617
115,0,0,0.000448617
116,0,0,0.000448617
117,0,0,0.000448617
118,0,0,0.000448617
119,0,0,0.000448617
120,0,0,0.000448617
121,0,0,0.000448617
122,0,0,0.000448599
123,0,0,0.000448599
124,0,0,0.000126658
125,0,0,0.000126658
126,0,0,0.000122961
127,0,0,0.000122961
128,0,0,0.000122961
129,0,0,0.000121936
130,0,0,0.000121936
131,0,0,0.000121936
132,0,0,0.000121676
133,0,0,0.000121676
134,0,0,0.000121676
135,0,0,0.000121676
136,0,0,0.000121676
137,0,0,0.000121676
138,0,0,0.000121676
139,0,0,0.000121676
140,0,0,0.000121676
141,0,0,0.000121676
142,0,0,0.000121676
143,0,0,0.000121676
144,0,0,0.000121676
145,0,0,0.000121584
146,0,0,0.000121584
147,0,0,4.41457e-05
148,0,0,3.15196e-05
149,0,0,3.15196e-05
