gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.0304248
1,0,0,0.0151109
2,0,0,0.0146761
3,0,0,0.0146761
4,0,0,0.00551839
5,0,0,0.00543211
6,0,0,0.00543211
7,0,0,0.00539434
8,0,0,0.00245622
9,0,0,0.00245622
10,0,0,0.00245622
11,0,0,0.00172568
12,0,0,0.00136967
13,0,0,0.00136967
14,0,0,0.00136755
15,0,0,0.00136755
16,0,0,0.00136755
17,0,0,0.00136755
18,0,0,0.00136755
19,0,0,0.00136755
20,0,0,0.00136755
21,0,0,0.00136755
22,0,0,0.00136755
23,0,0,0.00136755
24,0,0,0.00136755
25,0,0,0.00136755
26,0,0,0.00136755
27,0,0,0.00136755
28,0,0,0.00136755
29,0,0,0.00136755
30,0,0,0.00136755
31,0,0,0.00136755
32,0,0,0.00136755
33,0,0,0.00136755
34,0,0,0.00136755
35,0,0,0.00136755
36,0,0,0.00136755
37,0,0,0.00136755
38,0,0,0.00136755
39,0,0,0.00136755
40,0,0,0.00136755
41,0,0,0.00136755
42,0,0,0.00136755
43,0,0,0.00136755
44,0,0,0.00136755
45,0,0,0.00136755
46,0,0,0.00136755
47,0,0,0.00136755
48,0,0,0.00136755
49,0,0,0.00136755
50,0,0,0.00114027
51,0,0,0.00114027
52,0,0,0.00114027
53,0,0,0.00114027
54,0,0,0.00114027
55,0,0,0.000934621
56,0,0,0.000772711
57,0,0,0.000764817
58,0,0,0.000764817
59,0,0,0.000764817
60,0,0,0.000764817
61,0,0,0.000764817
62,0,0,0.000764817
63,0,0,0.000764817
64,0,0,0.000764817
65,0,0,0.000764817
66,0,0,0.000764817
67,0,0,0.000764817
68,0,0,0.000764817
69,0,0,0.000764817
70,0,0,0.000764817
71,0,0,0.000764817
72,0,0,0.000764817
73,0,0,0.000764817
74,0,0,0.000764817
75,0,0,0.000764817
76,0,0,0.000764817
77,0,0,0.000764817
78,0,0,0.000764817
79,0,0,0.000764817
80,0,0,0.000764817
81,0,0,0.000764817
82,0,0,0.000764817
83,0,0,0.000764817
84,0,0,0.000764817
85,0,0,0.000764817
86,0,0,0.000764817
87,0,0,0.000764817
88,0,0,0.000764817
89,0,0,0.000764817
90,0,0,0.000764817
91,0,0,0.000764817
92,0,0,0.000764817
93,0,0,0.000764817
94,0,0,0.000764817
95,0,0,0.000764817
96,0,0,0.000764817
97,0,0,0.000764817
98,0,0,0.000764817
99,0,0,0.000764817
100,0,0,0.000764817
101,0,0,0.000764817
102,0,0,0.000764817
103,0,0,0.000764817
104,0,0,0.000764817
105,0,0,0.000764817
106,0,0,0.000764817
107,0,0,0.000764817
108,0,0,0.000764817
109,0,0,0.000764817
110,0,0,0.000764817
111,0,0,0.000764817
112,0,0,0.000764817
113,0,0,0.000764817
114,0,0,0.000764817
115,0,0,0.000764817
116,0,0,0.000764817
117,0,0,0.000764817
118,0,0,0.000764817
119,0,0,0.000764817
120,0,0,0.000764817
121,0,0,0.000764817
122,0,0,0.000764817
123,0,0,0.000764817
124,0,0,0.000764817
125,0,0,0.000764817
126,0,0,0.000764817
127,0,0,0.000764817
128,0,0,0.000764817
129,0,0,0.000764817
130,0,0,0.000764817
131,0,0,0.000764817
132,0,0,0.000764817
133,0,0,0.000764817
134,0,0,0.000764817
135,0,0,0.000764817
136,0,0,0.000764817
137,0,0,0.000764817
138,0,0,0.000764817
139,0,0,0.000764817
140,0,0,0.000764817
141,0,0,0.000764817
142,0,0,0.000764817
143,0,0,0.000764817
144,0,0,0.000764817
145,0,0,0.000764817
146,0,0,0.000764817
147,0,0,0.000764817
148,0,0,0.000764817
149,0,0,0.000764817
150,0,0,0.000764817
151,0,0,0.000764817
152,0,0,0.000764817
153,0,0,0.000764817
154,0,0,0.000764817
155,0,0,0.000764817
156,0,0,0.000764817
