gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.224919
1,0,0,0.0038383
2,0,0,0.0037854
3,0,0,0.0037854
4,0,0,0.0037854
5,0,0,0.0037854
6,0,0,0.0037854
7,0,0,0.0037854
8,0,0,0.00275615
9,0,0,0.00265713
10,0,0,0.00257088
11,0,0,0.00247564
12,0,0,0.00231748
13,0,0,0.00228605
14,0,0,0.00227688
15,0,0,0.00220397
16,0,0,0.00220397
17,0,0,0.00220397
18,0,0,0.00220374
19,0,0,0.00220374
20,0,0,0.00220374
21,0,0,0.00220374
22,0,0,0.00220374
23,0,0,0.00220373
24,0,0,0.00220373
25,0,0,0.00220373
26,0,0,0.00220373
27,0,0,0.00220373
28,0,0,0.00220373
29,0,0,0.00215006
30,0,0,0.00200804
31,0,0,0.00200804
32,0,0,0.00199493
33,0,0,0.00199493
34,0,0,0.0014876
35,0,0,0.0014876
36,0,0,0.00136427
37,0,0,0.00121797
38,0,0,0.00115129
39,0,0,0.00115129
40,0,0,0.00115129
41,0,0,0.00112042
42,0,0,0.00112042
43,0,0,0.00112042
44,0,0,0.00112042
45,0,0,0.00112042
46,0,0,0.00112042
47,0,0,0.00112042
48,0,0,0.00112042
49,0,0,0.00112042
50,0,0,0.00112042
51,0,0,0.00112042
52,0,0,0.00112042
53,0,0,0.00112042
54,0,0,0.00112042
55,0,0,0.00112042
56,0,0,0.00112042
57,0,0,0.00112042
58,0,0,0.00112042
59,0,0,0.00107301
60,0,0,0.00105209
61,0,0,0.00102212
62,0,0,0.00102212
63,0,0,0.000942607
64,0,0,0.000942607
65,0,0,0.000932073
66,0,0,0.000858916
67,0,0,0.000858916
68,0,0,0.000858916
69,0,0,0.000858916
70,0,0,0.000858916
71,0,0,0.000858916
72,0,0,0.000858916
73,0,0,0.000858916
74,0,0,0.000858916
75,0,0,0.000858916
76,0,0,0.000858916
77,0,0,0.000858916
78,0,0,0.000858916
79,0,0,0.000858916
80,0,0,0.000858916
81,0,0,0.000858916
82,0,0,0.000858916
83,0,0,0.000858916
84,0,0,0.000858916
85,0,0,0.000858916
86,0,0,0.000858916
87,0,0,0.000858916
88,0,0,0.000858916
89,0,0,0.000858916
90,0,0,0.000858916
91,0,0,0.000858916
92,0,0,0.000858916
93,0,0,0.000858916
94,0,0,0.000858916
95,0,0,0.000858916
96,0,0,0.000858916
97,0,0,0.000858916
98,0,0,0.000858916
99,0,0,0.000858916
100,0,0,0.000858916
101,0,0,0.000858916
102,0,0,0.000858916
103,0,0,0.000858916
104,0,0,0.000858916
105,0,0,0.000858916
106,0,0,0.000858916
107,0,0,0.000858916
108,0,0,0.000858916
109,0,0,0.000858916
110,0,0,0.000858916
111,0,0,0.000858916
112,0,0,0.000858916
113,0,0,0.000858916
114,0,0,0.000858916
115,0,0,0.000858916
116,0,0,0.000858916
117,0,0,0.000858916
118,0,0,0.000858916
119,0,0,0.000858916
120,0,0,0.000858916
121,0,0,0.000858916
122,0,0,0.000858916
123,0,0,0.000858916
124,0,0,0.000858916
125,0,0,0.000858916
126,0,0,0.000858916
127,0,0,0.000858916
128,0,0,0.000858916
129,0,0,0.000858916
130,0,0,0.000858916
131,0,0,0.000858916
132,0,0,0.000858916
133,0,0,0.000858916
134,0,0,0.000858916
135,0,0,0.000858916
136,0,0,0.000858916
137,0,0,0.000858916
138,0,0,0.000858916
139,0,0,0.000858916
140,0,0,0.000858916
141,0,0,0.000858916
142,0,0,0.000858916
143,0,0,0.000858916
144,0,0,0.000858916
145,0,0,0.000858916
146,0,0,0.000858916
147,0,0,0.000858916
148,0,0,0.000858916
149,0,0,0.000858916
