gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.234333
1,0,0,0.00379064
2,0,0,0.00379064
3,0,0,0.00379064
4,0,0,0.00233498
5,0,0,0.00233498
6,0,0,0.00216287
7,0,0,0.00171057
8,0,0,0.00150267
9,0,0,0.00150267
10,0,0,0.00125618
11,0,0,0.00125618
12,0,0,0.0010326
13,0,0,0.0010326
14,0,0,0.0010326
15,0,0,0.0010326
16,0,0,0.0010326
17,0,0,0.0010326
18,0,0,0.0010326
19,0,0,0.0010326
20,0,0,0.0010326
21,0,0,0.0010326
22,0,0,0.0010326
23,0,0,0.0010326
24,0,0,0.0010326
25,0,0,0.0010326
26,0,0,0.0010326
27,0,0,0.0010326
28,0,0,0.0010326
29,0,0,0.0010326
30,0,0,0.0010326
31,0,0,0.0010326
32,0,0,0.0010326
33,0,0,0.0010326
34,0,0,0.0010326
35,0,0,0.0010326
36,0,0,0.0010326
37,0,0,0.0010326
38,0,0,0.0010326
39,0,0,0.0010326
40,0,0,0.0010326
41,0,0,0.0010326
42,0,0,0.0010326
43,0,0,0.0010326
44,0,0,0.0010326
45,0,0,0.0010326
46,0,0,0.0010326
47,0,0,0.0010326
48,0,0,0.0010326
49,0,0,0.0010326
50,0,0,0.0010326
51,0,0,0.00101437
52,0,0,0.00101437
53,0,0,0.00101437
54,0,0,0.00101437
55,0,0,0.00101437
56,0,0,0.00101437
57,0,0,0.00101437
58,0,0,0.00101437
59,0,0,0.00101437
60,0,0,0.00101437
61,0,0,0.00101437
62,0,0,0.00101437
63,0,0,0.00101437
64,0,0,0.00101437
65,0,0,0.00101437
66,0,0,0.00101437
67,0,0,0.00101437
68,0,0,0.00101437
69,0,0,0.00101437
70,0,0,0.00101437
71,0,0,0.00101437
72,0,0,0.00101437
73,0,0,0.00101437
74,0,0,0.00101437
75,0,0,0.00101437
76,0,0,0.00101437
77,0,0,0.00101437
78,0,0,0.00101437
79,0,0,0.00101437
80,0,0,0.00101437
81,0,0,0.00101437
82,0,0,0.00101437
83,0,0,0.00101437
84,0,0,0.00101437
85,0,0,0.00101437
86,0,0,0.00101437
87,0,0,0.00101437
88,0,0,0.00101437
89,0,0,0.00101437
90,0,0,0.00101437
91,0,0,0.00101437
92,0,0,0.00101437
93,0,0,0.00101437
94,0,0,0.00101437
95,0,0,0.00101437
96,0,0,0.00101437
97,0,0,0.00101437
98,0,0,0.00101437
99,0,0,0.00101437
100,0,0,0.00101437
101,0,0,0.00101437
102,0,0,0.00101437
103,0,0,0.00101437
104,0,0,0.00101437
105,0,0,0.00101437
106,0,0,0.00101437
107,0,0,0.00101437
108,0,0,0.00101437
109,0,0,0.00101437
110,0,0,0.00101437
111,0,0,0.00101437
112,0,0,0.00101437
113,0,0,0.00101437
114,0,0,0.00101437
115,0,0,0.00101437
116,0,0,0.00101437
117,0,0,0.00101437
118,0,0,0.00101437
119,0,0,0.00101437
120,0,0,0.00101437
121,0,0,0.00101437
122,0,0,0.00101437
123,0,0,0.00101437
124,0,0,0.00101437
125,0,0,0.00101437
126,0,0,0.00101437
127,0,0,0.00101437
128,0,0,0.00101437
129,0,0,0.00101437
130,0,0,0.00101437
131,0,0,0.00101437
132,0,0,0.00101437
133,0,0,0.00101437
134,0,0,0.00101437
135,0,0,0.00101437
136,0,0,0.00101437
137,0,0,0.00101437
138,0,0,0.00101437
139,0,0,0.00101437
140,0,0,0.00101437
141,0,0,0.00101437
142,0,0,0.000972868
143,0,0,0.000972868
144,0,0,0.000972868
145,0,0,0.000972868
146,0,0,0.000972868
147,0,0,0.000972868
148,0,0,0.000972868
149,0,0,0.000972868
