gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.0442481
1,0,0,0.00042553
2,0,0,0.00042553
3,0,0,0.00042553
4,0,0,0.00042553
5,0,0,0.00042553
6,0,0,0.00042553
7,0,0,0.00042553
8,0,0,0.00042553
9,0,0,0.00042553
10,0,0,0.00042553
11,0,0,0.00042553
12,0,0,0.00042553
13,0,0,0.00042553
14,0,0,0.00042553
15,0,0,0.00042553
16,0,0,0.00042553
17,0,0,0.00042553
18,0,0,0.00042553
19,0,0,0.00042553
20,0,0,0.00042553
21,0,0,0.00042553
22,0,0,0.00042553
23,0,0,0.00042553
24,0,0,0.00042553
25,0,0,0.00042553
26,0,0,0.00042553
27,0,0,0.00042553
28,0,0,0.00042553
29,0,0,0.00042553
30,0,0,0.00042553
31,0,0,0.00042553
32,0,0,0.00042553
33,0,0,0.00042553
34,0,0,0.00042553
35,0,0,0.00042553
36,0,0,0.00042553
37,0,0,0.00042553
38,0,0,0.00042553
39,0,0,0.00042553
40,0,0,0.00042553
41,0,0,0.00042553
42,0,0,0.00042553
43,0,0,0.00042553
44,0,0,0.00042553
45,0,0,0.00042553
46,0,0,0.00042553
47,0,0,0.00042553
48,0,0,0.00042553
49,0,0,0.00042553
50,0,0,0.00042553
51,0,0,0.00042553
52,0,0,0.00042553
53,0,0,0.00042553
54,0,0,0.00042553
55,0,0,0.00042553
56,0,0,0.00042553
57,0,0,0.00042553
58,0,0,0.00042553
59,0,0,0.00042553
60,0,0,0.00042553
61,0,0,0.00042553
62,0,0,0.00042553
63,0,0,0.00042553
64,0,0,0.00042553
65,0,0,0.00042553
66,0,0,0.00042553
67,0,0,0.00042553
68,0,0,0.00042553
69,0,0,0.00042553
70,0,0,0.00042553
71,0,0,0.00042553
72,0,0,0.00042553
73,0,0,0.00042553
74,0,0,0.00042553
75,0,0,0.00042553
76,0,0,0.00042553
77,0,0,0.00042553
78,0,0,0.00042553
79,0,0,0.00042553
80,0,0,0.00042553
81,0,0,0.00042553
82,0,0,0.00042553
83,0,0,0.00042553
84,0,0,0.00042553
85,0,0,0.00042553
86,0,0,0.00042553
87,0,0,0.00042553
88,0,0,0.00042553
89,0,0,0.00042553
90,0,0,0.00042553
91,0,0,0.00042553
92,0,0,0.00042553
93,0,0,0.00042553
94,0,0,0.00042553
95,0,0,0.00042553
96,0,0,0.00042553
97,0,0,0.00042553
98,0,0,0.00042553
99,0,0,0.00042553
100,0,0,0.00042553
101,0,0,0.00042553
102,0,0,0.00042553
103,0,0,0.00042553
104,0,0,0.00042553
105,0,0,0.00042553
106,0,0,0.00042553
107,0,0,0.00042553
108,0,0,0.00042553
109,0,0,0.00042553
110,0,0,0.00042553
111,0,0,0.00042553
112,0,0,0.00042553
113,0,0,0.00042553
114,0,0,0.00042553
115,0,0,0.00042553
116,0,0,0.00042553
117,0,0,0.00042553
118,0,0,0.00042553
119,0,0,0.00042553
120,0,0,0.00042553
121,0,0,0.00042553
122,0,0,0.00042553
123,0,0,0.00042553
124,0,0,0.00042553
125,0,0,0.00042553
126,0,0,0.00042553
127,0,0,0.00042553
128,0,0,0.00042553
129,0,0,0.00042553
130,0,0,0.00042553
131,0,0,0.00042553
132,0,0,0.00042553
133,0,0,0.00042553
134,0,0,0.00042553
135,0,0,0.00042553
136,0,0,0.00042553
137,0,0,0.00042553
138,0,0,0.00042553
139,0,0,0.00042553
140,0,0,0.00042553
141,0,0,0.00042553
142,0,0,0.00042553
143,0,0,0.00042553
144,0,0,0.00042553
145,0,0,0.00042553
146,0,0,0.00042553
147,0,0,0.00042553
148,0,0,0.00042553
149,0,0,0.00042553
