gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.643544
1,0,0,0.00160652
2,0,0,0.00160652
3,0,0,0.00160652
4,0,0,0.00160652
5,0,0,0.00160652
6,0,0,0.00160652
7,0,0,0.00160652
8,0,0,0.00160652
9,0,0,0.00160652
10,0,0,0.00160652
11,0,0,0.00160652
12,0,0,0.00160652
13,0,0,0.00160652
14,0,0,0.00160652
15,0,0,0.00160652
16,0,0,0.00160652
17,0,0,0.00160652
18,0,0,0.00160652
19,0,0,0.00160652
20,0,0,0.00160652
21,0,0,0.00160652
22,0,0,0.00160652
23,0,0,0.00160652
24,0,0,0.00160652
25,0,0,0.00160652
26,0,0,0.00160652
27,0,0,0.00160652
28,0,0,0.00160652
29,0,0,0.00160652
30,0,0,0.00160652
31,0,0,0.00160652
32,0,0,0.00160652
33,0,0,0.00160652
34,0,0,0.00160652
35,0,0,0.00160652
36,0,0,0.00160652
37,0,0,0.00160652
38,0,0,0.00160652
39,0,0,0.00160652
40,0,0,0.00160652
41,0,0,0.00160652
42,0,0,0.00160652
43,0,0,0.00160652
44,0,0,0.00160652
45,0,0,0.00160652
46,0,0,0.00160652
47,0,0,0.00160652
48,0,0,0.00160652
49,0,0,0.00160652
50,0,0,0.00160652
51,0,0,0.00160652
52,0,0,0.00160652
53,0,0,0.00160652
54,0,0,0.00160652
55,0,0,0.00160652
56,0,0,0.00160652
57,0,0,0.00160652
58,0,0,0.00160652
59,0,0,0.00160652
60,0,0,0.00160652
61,0,0,0.00160652
62,0,0,0.00160652
63,0,0,0.00160652
64,0,0,0.00160652
65,0,0,0.00160652
66,0,0,0.00160652
67,0,0,0.00160652
68,0,0,0.00160652
69,0,0,0.00160652
70,0,0,0.00160652
71,0,0,0.00160652
72,0,0,0.00160652
73,0,0,0.00160652
74,0,0,0.00160652
75,0,0,0.00160652
76,0,0,0.00160652
77,0,0,0.00160652
78,0,0,0.00160652
79,0,0,0.00160652
80,0,0,0.00160652
81,0,0,0.00160652
82,0,0,0.00160652
83,0,0,0.00160652
84,0,0,0.00160652
85,0,0,0.00160652
86,0,0,0.00160652
87,0,0,0.00160652
88,0,0,0.00160652
89,0,0,0.00160652
90,0,0,0.00160652
91,0,0,0.00160652
92,0,0,0.00160652
93,0,0,0.00160652
94,0,0,0.00160652
95,0,0,0.00160652
96,0,0,0.00160652
97,0,0,0.00160652
98,0,0,0.00160652
99,0,0,0.00160652
100,0,0,0.00160652
101,0,0,0.00160652
102,0,0,0.00160652
103,0,0,0.00160652
104,0,0,0.00160652
105,0,0,0.00160652
106,0,0,0.00160652
107,0,0,0.00160652
108,0,0,0.00160652
109,0,0,0.00160652
110,0,0,0.00160652
111,0,0,0.00160652
112,0,0,0.00160652
113,0,0,0.00160652
114,0,0,0.00160652
115,0,0,0.00160652
116,0,0,0.00160652
117,0,0,0.00160652
118,0,0,0.00160652
119,0,0,0.00160652
120,0,0,0.00160652
121,0,0,0.00160652
122,0,0,0.00160652
123,0,0,0.00160652
124,0,0,0.00160652
125,0,0,0.00160652
126,0,0,0.00160652
127,0,0,0.00160652
128,0,0,0.00160652
129,0,0,0.00160652
130,0,0,0.00160652
131,0,0,0.00160652
132,0,0,0.00160652
133,0,0,0.00160652
134,0,0,0.00160652
135,0,0,0.00160652
136,0,0,0.00160652
137,0,0,0.00160652
138,0,0,0.00160652
139,0,0,0.00160652
140,0,0,0.00160652
141,0,0,0.00160652
142,0,0,0.00160652
143,0,0,0.00160652
144,0,0,0.00160652
145,0,0,0.00160652
146,0,0,0.00160652
147,0,0,0.00160652
148,0,0,0.00160652
149,0,0,0.00160652
