gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.270148
1,0,0,0.00100144
2,0,0,0.000807362
3,0,0,0.000807362
4,0,0,0.000807362
5,0,0,0.000315523
6,0,0,0.000315523
7,0,0,0.000315523
8,0,0,0.000280122
9,0,0,0.000280122
10,0,0,0.000247644
11,0,0,0.000233627
12,0,0,0.000233627
13,0,0,0.000233627
14,0,0,0.000233627
15,0,0,0.000233627
16,0,0,0.000233627
17,0,0,0.000233627
18,0,0,0.000233627
19,0,0,0.000233627
20,0,0,0.000233627
21,0,0,0.000233627
22,0,0,0.000233627
23,0,0,0.000233622
24,0,0,0.000233622
25,0,0,0.000233622
26,0,0,0.000233622
27,0,0,0.000233603
28,0,0,0.000233603
29,0,0,0.000233603
30,0,0,0.000233603
31,0,0,0.000233603
32,0,0,0.000233603
33,0,0,0.000233603
34,0,0,0.000233603
35,0,0,0.000233603
36,0,0,0.000233603
37,0,0,0.000233603
38,0,0,0.000233603
39,0,0,0.000233603
40,0,0,0.000233603
41,0,0,0.000233603
42,0,0,0.000233603
43,0,0,0.000233603
44,0,0,0.000233603
45,0,0,0.000233603
46,0,0,0.000233603
47,0,0,0.000233603
48,0,0,0.000233603
49,0,0,0.000233603
50,0,0,0.000233603
51,0,0,0.000233603
52,0,0,0.000233603
53,0,0,0.000233603
54,0,0,0.000233603
55,0,0,0.000233603
56,0,0,0.000233603
57,0,0,0.000233603
58,0,0,0.000233603
59,0,0,0.000233603
60,0,0,0.000233603
61,0,0,0.000233603
62,0,0,0.000233603
63,0,0,0.000233603
64,0,0,0.000233603
65,0,0,0.000233603
66,0,0,0.000233603
67,0,0,0.000233603
68,0,0,0.000233603
69,0,0,0.000233603
70,0,0,0.000233603
71,0,0,0.000233603
72,0,0,0.000233603
73,0,0,0.000233603
74,0,0,0.000233603
75,0,0,0.000233603
76,0,0,0.000233603
77,0,0,0.000233603
78,0,0,0.000233603
79,0,0,0.000233603
80,0,0,0.000233603
81,0,0,0.000233603
82,0,0,0.000233603
83,0,0,0.000233603
84,0,0,0.000233603
85,0,0,0.000233603
86,0,0,0.000233603
87,0,0,0.000233603
88,0,0,0.000233603
89,0,0,0.000233603
90,0,0,0.000233603
91,0,0,0.000233603
92,0,0,0.000233603
93,0,0,0.000233603
94,0,0,0.000233603
95,0,0,0.000233603
96,0,0,0.000233603
97,0,0,0.000233603
98,0,0,0.000233603
99,0,0,0.000233603
100,0,0,0.000233603
101,0,0,0.000233603
102,0,0,0.000233603
103,0,0,0.000233603
104,0,0,0.000233603
105,0,0,0.000233603
106,0,0,0.000233603
107,0,0,0.000233603
108,0,0,0.000233603
109,0,0,0.000233603
110,0,0,0.000233603
111,0,0,0.000233603
112,0,0,0.000233603
113,0,0,0.000233603
114,0,0,0.000233603
115,0,0,0.000233603
116,0,0,0.000233603
117,0,0,0.000233603
118,0,0,0.000233603
119,0,0,0.000233603
120,0,0,0.000233603
121,0,0,0.000233603
122,0,0,0.000233603
123,0,0,0.000233603
124,0,0,0.000233603
125,0,0,0.000233603
126,0,0,0.000233603
127,0,0,0.000233603
128,0,0,0.000233603
129,0,0,0.000233603
130,0,0,0.000233603
131,0,0,0.000233603
132,0,0,0.000233603
133,0,0,0.000233603
134,0,0,0.000233603
135,0,0,0.000233603
136,0,0,0.000233603
137,0,0,0.000233603
138,0,0,0.000233603
139,0,0,0.000233603
140,0,0,0.000233603
141,0,0,0.000233603
142,0,0,0.000233603
143,0,0,0.000233603
144,0,0,0.000233603
145,0,0,0.000233603
146,0,0,0.000233603
147,0,0,0.000233603
148,0,0,0.000233603
149,0,0,0.000233603
